Number of instrumented instructions;Number of covered binaries;Binaries;Instrumented instructions
59;21;['tr', 'mktemp', 'rmdir', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul']
60;23;['mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not']
61;27;['unexpand', 'expand', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta']
62;29;['unexpand', 'expand', 'pinky', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg']
63;29;['unexpand', 'expand', 'pinky', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova']
64;30;['unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae']
65;30;['unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb']
66;31;['join', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe']
67;32;['head', 'join', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs']
68;32;['head', 'join', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror']
69;33;['head', 'join', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt']
70;33;['head', 'join', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc']
71;35;['head', 'join', 'id', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'mkfifo', 'groups', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto']
72;36;['head', 'join', 'id', 'b2sum', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'mkfifo', 'groups', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol']
73;38;['head', 'join', 'id', 'b2sum', 'base64', 'base32', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'mkfifo', 'groups', 'rmdir', 'paste', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns']
74;42;['head', 'join', 'id', 'env', 'b2sum', 'comm', 'base64', 'base32', 'nproc', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'mkfifo', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle']
75;44;['head', 'join', 'id', 'env', 'b2sum', 'comm', 'base64', 'base32', 'nproc', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle', 'setl']
76;46;['dircolors', 'head', 'md5sum', 'join', 'id', 'env', 'b2sum', 'comm', 'base64', 'base32', 'nproc', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle', 'setl', 'setb']
77;49;['dircolors', 'head', 'md5sum', 'join', 'id', 'env', 'b2sum', 'truncate', 'comm', 'base64', 'base32', 'nproc', 'unexpand', 'pwd', 'expand', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle', 'setl', 'setb', 'cmovl']
78;51;['dircolors', 'head', 'md5sum', 'join', 'id', 'env', 'b2sum', 'truncate', 'comm', 'base64', 'base32', 'nproc', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle', 'setl', 'setb', 'cmovl', 'cdq']
79;51;['dircolors', 'head', 'md5sum', 'join', 'id', 'env', 'b2sum', 'truncate', 'comm', 'base64', 'base32', 'nproc', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle', 'setl', 'setb', 'cmovl', 'cdq', 'cmovge']
80;51;['dircolors', 'head', 'md5sum', 'join', 'id', 'env', 'b2sum', 'truncate', 'comm', 'base64', 'base32', 'nproc', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle', 'setl', 'setb', 'cmovl', 'cdq', 'cmovge', 'fld']
81;51;['dircolors', 'head', 'md5sum', 'join', 'id', 'env', 'b2sum', 'truncate', 'comm', 'base64', 'base32', 'nproc', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true'];['add', 'and', 'call', 'cmove', 'cmovne', 'cmp', 'imul', 'ja', 'jae', 'jbe', 'je', 'jg', 'jge', 'jle', 'jmp', 'jne', 'jns', 'js', 'lea', 'mov', 'movaps', 'movsx', 'movsxd', 'movups', 'movzx', 'or', 'pop', 'push', 'ret', 'sete', 'setne', 'shl', 'shr', 'sub', 'test', 'xor', 'cmovg', 'cqo', 'idiv', 'neg', 'sar', 'setbe', 'jo', 'movsd', 'cdqe', 'jl', 'adc', 'movd', 'jno', 'dec', 'inc', 'stosb', 'xorps', 'stosd', 'jb', 'movsb', 'sbb', 'div', 'mul', 'not', 'seta', 'setg', 'cmova', 'cmovae', 'cmovb', 'cmovbe', 'cmovs', 'ror', 'bt', 'btc', 'seto', 'rol', 'cmovns', 'cmovle', 'setl', 'setb', 'cmovl', 'cdq', 'cmovge', 'fld', 'fstp']
