Mnemonic;Appears in x binaries;Binaries
inc;106;['gold', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'cksum', 'numfmt', 'shred', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
stosb;106;['gold', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'cksum', 'numfmt', 'shred', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'test', 'mkfifo', '[', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'printf', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname', 'echo', 'false', 'true']
xorps;100;['gold', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'cksum', 'numfmt', 'shred', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'nice', 'tr', 'mktemp', 'mkfifo', 'groups', 'rmdir', 'paste', 'kill', 'users', 'nohup', 'yes', 'sync', 'basename', 'pathchk', 'dirname', 'unlink', 'link', 'printenv', 'tee', 'logname', 'tty', 'whoami', 'runcon', 'hostid', 'uname']
stosd;95;['gold', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'cut', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'env', 'b2sum', 'truncate', 'comm', 'uniq', 'base64', 'base32', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'fold', 'mknod', 'tsort', 'mkdir', 'tr', 'mkfifo', 'rmdir', 'paste', 'users', 'nohup', 'sync', 'pathchk', 'printf', 'unlink', 'link', 'tee']
jb;93;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'stty', 'sha512sum', 'join', 'sha384sum', 'xargs', 'id', 'b2sum', 'truncate', 'uniq', 'base64', 'base32', 'nproc', 'cat', 'fmt', 'unexpand', 'pwd', 'expand', 'fold', 'mknod', 'tsort', 'nice', 'tr', 'mktemp', 'rmdir', 'pathchk', 'elfedit']
movsb;86;['gold', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'dircolors', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'basenc', 'sha224sum', 'sha512sum', 'join', 'sha384sum', 'id', 'env', 'b2sum', 'comm', 'unexpand', 'pwd', 'expand', 'who', 'pinky', 'tsort', 'mktemp', 'test', '[', 'rmdir', 'paste', 'kill', 'nohup', 'yes', 'basename', 'printf']
sbb;85;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'cut', 'dircolors', 'sha1sum', 'sha256sum', 'md5sum', 'basenc', 'sha224sum', 'sha512sum', 'join', 'sha384sum', 'env', 'b2sum', 'truncate', 'comm', 'base64', 'base32', 'fmt', 'who', 'pinky', 'mknod', 'mkdir', 'tr', 'test', 'mkfifo', '[', 'users', 'nohup', 'basename', 'dirname', 'printenv']
div;69;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'split', 'cut', 'head', 'join', 'xargs', 'id', 'env', 'comm', 'unexpand', 'expand', 'fold', 'mktemp', 'test', '[', 'groups', 'yes']
mul;67;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'sum', 'shuf', 'expr', 'factor', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'rm', 'chgrp', 'csplit', 'realpath', 'readlink', 'pr', 'split', 'dircolors', 'head', 'stty', 'join', 'xargs', 'id', 'b2sum', 'uniq', 'nproc', 'fmt', 'pinky', 'fold', 'mknod', 'tr', 'groups']
not;64;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'ptx', 'tac', 'chcon', 'chroot', 'chmod', 'ln', 'nl', 'csplit', 'realpath', 'readlink', 'date', 'uptime', 'split', 'cut', 'dircolors', 'head', 'md5sum', 'basenc', 'stty', 'xargs', 'base64', 'base32', 'pwd', 'mknod', 'mkdir', 'mkfifo']
seta;61;['gold', 'find', 'sort', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'numfmt', 'shred', 'readelf', 'tail', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'shuf', 'expr', 'factor', 'ptx', 'chown', 'tac', 'chcon', 'chroot', 'chmod', 'nl', 'rm', 'chgrp', 'csplit', 'touch', 'date', 'pr', 'uptime', 'split', 'timeout', 'cut', 'sleep', 'join', 'xargs', 'id', 'env', 'comm', 'unexpand', 'expand', 'fold', 'paste']
setg;59;['gold', 'find', 'sort', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'expr', 'factor', 'ptx', 'tac', 'nl', 'csplit', 'touch', 'date', 'pr', 'uptime', 'cut', 'dircolors', 'sha1sum', 'sha256sum', 'md5sum', 'sha224sum', 'sha512sum', 'sha384sum', 'env', 'b2sum', 'nproc', 'cat', 'fmt', 'who', 'pinky', 'test', '[', 'users']
cmova;57;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'sum', 'shuf', 'expr', 'factor', 'wc', 'chown', 'chroot', 'split', 'cut', 'sha1sum', 'sha256sum', 'head', 'md5sum', 'sha224sum', 'sha512sum', 'sha384sum', 'xargs', 'id', 'truncate', 'uniq', 'nproc', 'cat', 'kill', 'elfedit']
cmovae;54;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'wc', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink', 'touch', 'date', 'pr', 'uptime', 'cut', 'xargs', 'env', 'pwd', 'elfedit']
cmovb;53;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'readelf', 'dd', 'od', 'mv', 'stat', 'seq', 'sum', 'expr', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chmod', 'nl', 'rm', 'chgrp', 'csplit', 'touch', 'date', 'split', 'cut', 'dircolors', 'head', 'join', 'xargs', 'test', '[']
cmovbe;48;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'shred', 'readelf', 'tail', 'dd', 'od', 'ginstall', 'mv', 'cp', 'seq', 'sum', 'shuf', 'expr', 'factor', 'wc', 'chown', 'chroot', 'split', 'cut', 'dircolors', 'head', 'join', 'id', 'comm', 'uniq', 'nproc', 'elfedit']
cmovs;46;['gold', 'find', 'sort', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'numfmt', 'readelf', 'dd', 'ginstall', 'stat', 'expr', 'factor', 'ptx', 'tac', 'nl', 'csplit', 'touch', 'date', 'pr', 'uptime', 'split', 'head', 'basenc', 'stty', 'truncate', 'base64', 'base32', 'tsort', 'mkdir', 'nice']
ror;45;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'readelf', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink', 'sha1sum', 'sha256sum', 'md5sum', 'sha224sum', 'sha512sum', 'sha384sum', 'b2sum']
bt;44;['gold', 'find', 'sort', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'shred', 'readelf', 'tail', 'dd', 'ginstall', 'mv', 'stat', 'cp', 'expr', 'factor', 'wc', 'ptx', 'chown', 'tac', 'chcon', 'chmod', 'nl', 'rm', 'chgrp', 'csplit', 'xargs', 'tsort', 'elfedit']
btc;44;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'shred', 'readelf', 'tail', 'dd', 'ginstall', 'mv', 'stat', 'cp', 'seq', 'sum', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink', 'elfedit']
seto;44;['find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'tail', 'dd', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink', 'touch', 'date', 'dircolors', 'xargs', 'id', 'groups']
rol;43;['gold', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'readelf', 'ginstall', 'mv', 'stat', 'cp', 'expr', 'ptx', 'tac', 'chroot', 'ln', 'nl', 'csplit', 'realpath', 'readlink', 'sha1sum', 'sha256sum', 'md5sum', 'sha224sum', 'sha512sum', 'sha384sum', 'b2sum', 'elfedit']
cmovns;41;['gold', 'find', 'sort', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'numfmt', 'readelf', 'stat', 'expr', 'factor', 'ptx', 'tac', 'nl', 'csplit', 'touch', 'date', 'pr', 'uptime', 'basenc', 'stty', 'xargs', 'truncate', 'base64', 'base32', 'nice']
cmovle;37;['gold', 'find', 'sort', 'du', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'shred', 'readelf', 'tail', 'stat', 'expr', 'factor', 'ptx', 'tac', 'nl', 'csplit', 'touch', 'pr', 'timeout', 'xargs', 'env', 'comm', 'uniq', 'nproc', 'kill']
setl;35;['gold', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'shred', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'expr', 'ptx', 'tac', 'nl', 'csplit', 'touch', 'date', 'pr', 'uptime', 'test', '[']
setb;34;['gold', 'find', 'sort', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'readelf', 'expr', 'factor', 'wc', 'ptx', 'split', 'dircolors', 'sha1sum', 'sha256sum', 'md5sum', 'sha224sum', 'xargs']
cmovl;33;['gold', 'find', 'sort', 'du', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'ginstall', 'expr', 'wc', 'ptx', 'tac', 'nl', 'csplit', 'pr', 'split', 'stty', 'xargs', 'truncate', 'mkdir', 'nice']
cdq;32;['gold', 'sort', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'od', 'ginstall', 'mv', 'stat', 'cp', 'touch', 'date', 'pr', 'uptime', 'basenc', 'fmt', 'who']
cmovge;31;['gold', 'find', 'du', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'ginstall', 'mv', 'cp', 'seq', 'expr', 'ptx', 'tac', 'ln', 'nl', 'csplit', 'touch', 'date', 'cat']
fld;30;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'dd', 'od', 'seq', 'sum', 'printf']
fstp;30;['gold', 'find', 'sort', 'du', 'gprof', 'df', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'numfmt', 'shred', 'dd', 'od', 'seq', 'sum', 'printf']
movq;30;['gold', 'sort', 'du', 'gprof', 'ls', 'vdir', 'dir', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'shred', 'shuf', 'expr', 'factor', 'ptx', 'tac', 'nl', 'csplit', 'timeout', 'sleep', 'stty']
setle;27;['gold', 'find', 'du', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'expr', 'factor', 'ptx', 'tac', 'ln', 'nl', 'csplit', 'pr', 'basenc']
cvtsi2sd;25;['gold', 'find', 'sort', 'gprof', 'df', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'numfmt', 'readelf', 'tail', 'dd', 'wc', 'timeout', 'sleep']
bswap;24;['gold', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'cksum', 'readelf', 'sha1sum', 'sha256sum', 'basenc', 'sha224sum', 'sha512sum', 'sha384sum', 'elfedit']
movss;24;['gold', 'find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'od', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
comiss;23;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'od', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
setge;23;['gold', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'ginstall', 'mv', 'cp', 'factor', 'touch', 'date', 'cat', 'sync']
addss;22;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
cvtsi2ss;22;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
cvttss2si;22;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
divss;22;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
mulss;22;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
subss;22;['find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'tail', 'ginstall', 'mv', 'stat', 'cp', 'shuf', 'chown', 'chcon', 'chroot', 'chmod', 'ln', 'rm', 'chgrp', 'realpath', 'readlink']
pcmpeqd;21;['find', 'du', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'expr', 'ptx', 'tac', 'nl', 'csplit']
divsd;20;['gold', 'find', 'sort', 'gprof', 'df', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'dd']
setae;20;['gold', 'find', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'seq', 'factor', 'split', 'cut']
movdqa;19;['gold', 'find', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'xargs', 'elfedit']
nop;19;['gold', 'find', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'xargs', 'elfedit']
xchg;19;['gold', 'sort', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'shred', 'expr', 'factor', 'uniq']
movdqu;18;['gold', 'find', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'elfedit']
pxor;17;['gold', 'find', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf']
stosq;17;['gold', 'find', 'gprof', 'ld-new', 'objdump', 'locate', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf']
endbr64;16;['gold', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf', 'elfedit']
fxch;16;['gold', 'find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'locate', 'cksum', 'numfmt', 'shred', 'dd', 'od', 'seq', 'sum']
bsf;15;['gold', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'factor']
comisd;15;['gold', 'find', 'sort', 'gprof', 'df', 'ld-new', 'objdump', 'locate', 'readelf', 'tail', 'od', 'wc', 'uptime', 'timeout', 'sleep']
cwde;15;['gold', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf']
fcomip;15;['gold', 'find', 'du', 'df', 'ls', 'vdir', 'dir', 'locate', 'cksum', 'numfmt', 'shred', 'dd', 'od', 'seq', 'sum']
fucomip;15;['gold', 'find', 'sort', 'du', 'df', 'ls', 'vdir', 'dir', 'locate', 'cksum', 'shred', 'dd', 'od', 'seq', 'sum']
movsq;15;['gold', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf']
ud2;15;['gold', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new', 'readelf']
bts;14;['gold', 'gprof', 'ld-new', 'objdump', 'as-new', 'cxxfilt', 'strings', 'size', 'ar', 'ranlib', 'strip-new', 'objcopy', 'addr2line', 'nm-new']
